gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,69,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,45.61,6473.28,0
Male,0,Yes,Yes,5,Yes,No,No,No,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),94.97,140.16,0
Male,0,Yes,No,5,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),57.52,1414.26,0
Male,0,No,Yes,69,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),96.81,7470.46,0
Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),96.18,5054.15,0
Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,64.16,3771.06,0
Female,0,No,No,1,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,105.95,4661.59,0
Female,0,No,No,8,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.92,3246.48,0
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,115.89,1105.38,1
Male,1,Yes,Yes,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,23.99,7134.84,0
Male,0,Yes,Yes,50,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.2,6045.12,1
Female,1,No,No,8,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.86,5598.36,0
Male,1,Yes,No,30,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),51.53,6758.38,1
Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),66.19,5978.01,0
Female,0,Yes,No,33,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,37.08,4150.78,1
Male,0,No,No,52,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,101.41,1140.16,1
Female,0,No,No,33,No,No phone service,No,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),61.93,903.64,0
Female,0,No,No,37,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,34.44,299.98,1
Female,0,Yes,Yes,70,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,49.18,3959.28,0
Male,0,No,No,69,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),33.38,1318.32,0
Male,0,Yes,No,4,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.33,2220.04,1
Male,1,No,No,60,No,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,66.75,7028.99,0
Male,0,No,Yes,31,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Mailed check,41.11,4880.58,0
Male,0,Yes,No,14,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.15,7884.19,0
Male,0,Yes,No,60,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.96,7602.25,0
Male,1,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,51.98,3565.01,0
Female,0,Yes,Yes,26,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,56.82,5276.79,0
Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),114.24,7588.12,0
Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,77.79,6286.52,0
Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.19,5264.1,1
Male,0,No,No,35,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.65,4760.32,0
Male,1,No,No,24,No,Yes,No,No,Yes,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),107.85,4362.42,0
Female,0,Yes,No,31,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),85.03,1152.73,0
Female,0,No,No,66,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,24.73,893.92,0
Female,1,No,No,66,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,49.53,1962.89,0
Female,0,No,Yes,41,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.23,4609.61,0
Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.3,7447.5,0
Female,1,Yes,No,34,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.9,3181.78,0
Male,0,No,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),48.28,6875.6,0
Male,0,No,No,23,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),30.18,224.09,0
Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),65.37,5935.12,0
Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),82.74,761.54,0
Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,48.93,7209.43,0
Female,0,Yes,No,59,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.66,3896.24,0
Female,0,No,No,26,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),32.47,4085.03,0
Female,1,No,No,22,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),88.17,7354.23,1
Female,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),42.76,3539.54,0
Female,1,No,Yes,11,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.11,7225.58,0
Male,0,No,Yes,9,Yes,No,No,No,Yes,No,No internet service,Yes,No,Two year,No,Credit card (automatic),36.84,5465.13,0
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,81.59,2297.95,0
Female,0,No,No,26,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Mailed check,82.43,532.84,0
Male,0,Yes,No,38,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,105.65,7242.64,0
Female,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),118.53,2631.7,0
Male,1,Yes,Yes,15,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),110.14,245.07,1
Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,102.28,7258.51,0
Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),108.34,4284.3,1
Male,0,Yes,No,54,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),25.38,5594.12,0
Male,0,Yes,Yes,24,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),96.16,7627.41,0
Male,0,Yes,No,11,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.96,1618.84,0
Male,0,Yes,Yes,33,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38.84,5069.46,0
Female,0,No,No,57,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.24,1427.96,0
Male,0,No,Yes,52,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),31.53,2109.81,0
Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.81,4350.71,0
Male,0,No,No,43,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,61.28,1821.89,1
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),78.74,3793.11,0
Male,1,No,No,36,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),113.43,177.28,0
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,27.38,5217.44,0
Female,0,Yes,No,56,No,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),82.09,6138.26,0
Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,27.67,1902.36,1
Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,79.33,274.27,0
Male,1,No,No,29,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,80.37,586.15,0
Female,0,No,No,16,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),58.98,5071.51,1
Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,25.2,7998.11,0
Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5502.68,1
Male,0,Yes,No,70,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),53.71,123.83,0
Female,0,No,Yes,42,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),25.98,7505.5,0
Female,0,Yes,Yes,57,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),25.3,6869.45,0
Female,0,Yes,Yes,10,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),28.75,4205.6,0
Male,0,No,Yes,38,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,106.58,6492.84,0
Male,0,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.38,2388.39,0
Female,1,No,Yes,18,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.28,1020.69,0
Female,0,Yes,Yes,17,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,94.88,1296.13,0
Female,0,No,No,58,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),21.41,1927.07,0
Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),50.48,2210.46,0
Male,1,No,No,44,Yes,No,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,72.23,3401.79,0
Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.98,5534.18,0
Male,1,Yes,Yes,48,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,115.83,1097.96,0
Female,0,No,Yes,39,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,110.94,1631.89,0
Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,43.59,955.46,0
Female,0,No,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,56.59,3895.61,0
Female,0,Yes,No,18,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,92.68,5723.73,0
Female,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),21.72,3569.38,1
Female,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,One year,No,Electronic check,42.49,5965.98,0
Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.29,4564.53,0
Female,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,56.3,2565.04,0
Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,31.04,4382.33,0
Male,0,No,No,69,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,75.49,6658.76,0
Male,0,No,No,26,Yes,No,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),102.23,1424.98,0
Male,0,Yes,No,29,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.12,4528.45,1
Female,0,Yes,No,24,No,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,42.26,5413.1,0
Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.07,7236.88,0
Male,1,Yes,No,54,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,75.43,4850.73,0
Male,0,No,No,39,No,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.47,388.48,0
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,4571.32,0
Female,0,No,No,58,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,23.47,1665.79,0
Female,1,Yes,No,48,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,84.01,3740.38,0
Female,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,113.18,4556.34,0
Male,0,Yes,No,26,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,102.18,5286.28,0
Male,1,No,No,40,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),54.53,632.16,1
Female,0,Yes,No,56,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),31.06,6783.83,0
Male,0,No,No,39,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,73.85,7553.42,0
Male,0,Yes,Yes,39,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,48.38,5603.27,0
Male,0,Yes,Yes,48,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),21.08,4846.95,0
Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),60.87,4969.2,1
Female,0,No,Yes,34,Yes,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,74.0,5599.09,1
Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,97.55,7050.47,0
Female,1,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),117.97,1246.38,0
Female,0,No,Yes,22,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.66,323.03,0
Female,0,No,No,23,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,616.04,0
Female,0,No,No,25,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),100.67,2261.22,0
Female,0,No,No,26,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,Yes,Electronic check,102.92,3252.19,1
Male,0,Yes,No,30,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),116.67,3751.7,0
Female,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,44.7,1837.21,0
Male,0,Yes,Yes,34,Yes,No,No,No,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,45.18,648.77,0
Male,0,No,No,15,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.86,2027.68,1
Female,0,Yes,No,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,110.12,6190.26,0
Male,0,Yes,Yes,10,No,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,88.41,4894.13,0
Male,0,No,No,37,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),33.99,5936.7,1
Male,0,Yes,No,7,No,No,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,116.13,4238.11,0
Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,80.54,2076.09,0
Female,1,No,Yes,11,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),20.21,7724.28,0
Male,0,No,No,48,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Two year,No,Mailed check,63.66,6792.52,0
Female,0,No,Yes,68,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),97.28,7290.5,0
Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.03,1757.98,1
Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,87.11,5595.16,0
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),91.8,4406.31,0
Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),102.86,1756.9,0
Male,0,No,Yes,47,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,78.05,6548.92,0
Female,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.15,75.11,0
Female,0,No,No,31,No,Yes,No,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),104.22,1412.95,0
Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.33,1372.56,0
Male,0,Yes,No,27,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,No,Mailed check,65.85,4663.97,0
Female,0,No,Yes,48,Yes,No phone service,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,29.0,4114.62,0
Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.92,7438.54,1
Female,0,No,Yes,49,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),39.18,6638.31,0
Female,0,No,Yes,31,Yes,Yes,No,No,Yes,No,No internet service,No,No,One year,No,Credit card (automatic),91.95,2673.85,0
Male,0,No,No,44,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,41.98,4251.78,0
Male,1,No,No,59,Yes,Yes,No,No,No,No,No,No internet service,No,One year,No,Bank transfer (automatic),71.22,2515.34,0
Female,0,No,No,23,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,87.75,1647.04,0
